title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    The Informant!  ,2009,R,108," Biography, Comedy, Crime            ",6.4,66,    Steven Soder ergh  ,      Matt Damon,   Tony Hale,   Patton Oswalt,   Lucas McHugh Carroll  ,63083,33310000
    The Iron Lady  ,2011,PG-13,105," Biography, Drama            ",6.4,0,    Phyllida Lloyd  ,      Meryl Streep,   Jim Broad ent,   Richard E. Grant,   Susan Brown  ,103871,30020000
    How to Lose Friends & Alienate People  ,2008,R,110," Biography, Comedy, Drama            ",6.4,0,    Ro ert B. Weide  ,      Simon Pegg,   Kirsten Dunst,   Megan Fox,   Kelan Pannell  ,67897,2780000
    Mary Queen of Scots  ,2018,R,124," Biography, Drama, History            ",6.3,0,    Josie Rourke  ,      Saoirse Ronan,   Margot Ro  ie,   Jack Lowden,   Joe Alwyn  ,42666,16470000
    True Story  ,2015,R,99," Biography, Crime, Drama            ",6.3,0,    Rupert Goold  ,      James Franco,   Jonah Hill,   Felicity Jones,   Maria Dizzia  ,64400,4720000
    W.  ,2008,PG-13,129," Biography, Comedy, Drama            ",6.3,0,    Oliver Stone  ,      Josh Brolin,   Eliza eth Banks,   Ioan Gruffudd,   Colin Hanks  ,46378,25530000
    The Li ertine  ,2004,R,114," Biography, Drama, History            ",6.3,0,    Laurence Dunmore  ,      Johnny Depp,   Samantha Morton,   John Malkovich,   Paul Ritter  ,34991,4840000
    Deliver Us from Evil  ,2014,R,118," Action, Biography, Crime            ",6.2,0,    Scott Derrickson  ,      Eric Bana,   Edgar Ramrez,   Olivia Munn,   Chris Coy  ,71859,30580000
    The Fifth Estate  ,2013,R,128," Biography, Crime, Drama            ",6.2,0,    Bill Condon  ,      Benedict Cum er atch,   Daniel Brhl,   Carice van Houten,   Alicia Vikander  ,39043,3250000
    Lovelace  ,2013,R,93," Biography, Drama            ",6.2,0,    Ro  Epstein   ,       Amanda Seyfried,   Peter Sarsgaard,   Sharon Stone,   Juno Temple    ,38838,360000
    Jo s  ,2013,PG-13,128," Biography, Drama            ",5.9,0,    Joshua Michael Stern  ,      Ashton Kutcher,   Dermot Mulroney,   Josh Gad,   Lukas Haas  ,94027,16120000
    Domino  ,2005,R,127," Action, Biography, Crime            ",5.9,0,    Tony Scott  ,      Keira Knightley,   Mickey Rourke,   Edgar Ramrez,   Delroy Lindo  ,64913,10170000
    Masterminds  ,2016,PG-13,95," Biography, Comedy, Crime            ",5.8,0,    Jared Hess  ,      Zach Galifianakis,   Kristen Wiig,   Owen Wilson,   Ross Kim all  ,51182,17360000
    Heaven Is for Real  ,2014,PG,99," Biography, Drama, Family            ",5.8,0,    Randall Wallace  ,      Greg Kinnear,   Kelly Reilly,   Thomas Haden Church,   Connor Corum  ,25837,91440000
    Eat Pray Love  ,2010,PG-13,133," Biography, Drama, Romance            ",5.8,0,    Ryan Murphy  ,      Julia Ro erts,   Javier Bardem,   Richard Jenkins,   Viola Davis  ,89907,80570000
    The Bling Ring  ,2013,R,90," Biography, Crime, Drama            ",5.6,66,    Sofia Coppola  ,      Katie Chang,   Israel Broussard,   Emma Watson,   Claire Julien  ,83939,5840000
    Alexander  ,2004,R,175," Action, Biography, Drama            ",5.6,0,    Oliver Stone  ,      Colin Farrell,   Anthony Hopkins,   Rosario Dawson,   Angelina Jolie  ,163050,34300000
    Winchester  ,2018,PG-13,99," Biography, Drama, Fantasy            ",5.5,0,    Michael Spierig   ,          Helen Mirren,     Sarah Snook,  Finn Scicluna-O    Prey,     Jason Clarke       ,30865,25090000
    Get Rich or Die Tryin'   ,2005,R,117," Biography, Crime, Drama            ",5.4,0,    Jim Sheridan  ,      50 Cent,   Joy Bryant,   Adewale Akinnuoye-Ag aje,   Omar Benson Miller  ,44299,30980000
    The 15:17 to Paris  ,2018,PG-13,94," Biography, Drama, Thriller            ",5.3,0,    Clint Eastwood  ,      Alek Skarlatos,   Anthony Sadler,   Spencer Stone,   Ray Corasani  ,29622,36250000
    Reis  ,2017,0,108," Biography, Drama            ",1.4,0,    Hdaverdi Yavuz  ,      Orhan Aydin,   zlem Balci,   Volkan Basaran,   Reha Beyoglu  ,72572,0
