title,year,certificate,duration,genre,rating,metascore,director,actor1,actor2,actor3,actor4,votes,gross
    The Void  ,2016,Not Rated,90," Horror, Mystery, Sci-Fi            ",5.9,62,    Jeremy Gillespie   ,       Aaron Poole,   Kenneth Welsh,   Daniel Fathers,   Kathleen Munroe    ,31598,150000
    Carrie  ,2013,R,100," Drama, Horror            ",5.9,0,    Kim erly Peirce  ,      Chlo Grace Moretz,   Julianne Moore,   Ga riella Wilde,   Portia Dou leday  ,133893,35270000
    The Tall Man  ,2012,R,106," Crime, Drama, Horror            ",5.9,0,    Pascal Laugier  ,      Jessica Biel,   Jodelle Ferland,   William B. Davis,   Stephen McHattie  ,39121,0
    A raham Lincoln: Vampire Hunter  ,2012,R,105," Action, Fantasy, Horror            ",5.9,0,    Timur Bekmam etov  ,      Benjamin Walker,   Rufus Sewell,   Dominic Cooper,   Anthony Mackie  ,149272,37520000
    The Mortal Instruments: City of Bones  ,2013,PG-13,130," Action, Adventure, Fantasy            ",5.9,0,    Harald Zwart  ,      Lily Collins,   Jamie Camp ell Bower,   Ro ert Sheehan,   Jemima West  ,128258,31170000
    The Fourth Kind  ,2009,PG-13,98," Horror, Mystery, Sci-Fi            ",5.9,0,    Olatunde Osunsanmi  ,      Milla Jovovich,   Elias Koteas,   Will Patton,   Hakeem Kae-Kazim  ,74046,25460000
    Quarantine  ,2008,R,89," Horror, Thriller            ",5.9,0,    John Erick Dowdle  ,      Jennifer Carpenter,   Steve Harris,   Colum us Short,   Jay Hernandez  ,70473,31690000
    The Ruins  ,2008,R,90," Adventure, Fantasy, Horror            ",5.9,0,    Carter Smith  ,      Shawn Ashmore,   Jena Malone,   Jonathan Tucker,   Laura Ramsey  ,70762,17430000
    Saw IV  ,2007,R,93," Crime, Horror, Mystery            ",5.9,0,    Darren Lynn Bousman  ,      To in Bell,   Scott Patterson,   Louis Ferreira,   Costas Mandylor  ,140855,63300000
    P2  ,2007,R,98," Crime, Horror, Thriller            ",5.9,0,    Franck Khalfoun  ,      Rachel Nichols,   Wes Bentley,   Simon Reynolds,   Philip Akin  ,32054,3990000
    The Haunting in Connecticut  ,2009,PG-13,92," Drama, Horror, Mystery            ",5.9,0,    Peter Cornwell  ,      Virginia Madsen,   Martin Donovan,   Elias Koteas,   Kyle Gallner  ,59396,55390000
    Hostel  ,2005,R,94, Horror            ,5.9,0,    Eli Roth  ,      Jay Hernandez,   Derek Richardson,   Eythor Gudjonsson,   Bar ara Nedeljakova  ,170465,47330000
    The X Files: I Want to Believe  ,2008,PG-13,104," Crime, Drama, Horror            ",5.9,0,    Chris Carter  ,      David Duchovny,   Gillian Anderson,   Billy Connolly,   Amanda Peet  ,88842,20980000
    The Possession  ,2012,PG-13,92," Horror, Mystery, Thriller            ",5.9,0,    Ole Bornedal  ,      Natasha Calis,   Jeffrey Dean Morgan,   Kyra Sedgwick,   Madison Davenport  ,57222,49130000
    The Grudge  ,2004,PG-13,91," Horror, Mystery, Thriller            ",5.9,0,    Takashi Shimizu  ,      Sarah Michelle Gellar,   Jason Behr,   Clea DuVall,   William Mapother  ,139177,110360000
    Blade: Trinity  ,2004,R,113," Action, Adventure, Fantasy            ",5.9,0,    David S. Goyer  ,      Wesley Snipes,   Kris Kristofferson,   Parker Posey,   Ryan Reynolds  ,166772,52410000
    The Brothers Grimm  ,2005,PG-13,118," Action, Adventure, Comedy            ",5.9,0,    Terry Gilliam  ,      Matt Damon,   Heath Ledger,   Monica Bellucci,   Petr Ratimec  ,116495,37920000
    Child' s Play  ,2019,R,90," Drama, Horror, Sci-Fi            ",5.8,0,    Lars Klev erg  ,      Tim Matheson,   Ben Daon,   Zahra Anderson,   Serge Jaswal  ,44858,29210000
    Vivarium  ,2019,R,97," Comedy, Horror, Mystery            ",5.8,64,    Lorcan Finnegan  ,      Imogen Poots,   Danielle Ryan,   Molly McCann,   Jesse Eisen erg  ,40615,0
    Underwater  ,2020,PG-13,95," Action, Horror, Sci-Fi            ",5.8,0,    William Eu ank  ,      Kristen Stewart,   Vincent Cassel,   Mamoudou Athie,   T.J. Miller  ,64914,0
    High Life  ,2018,R,113," Adventure, Drama, Horror            ",5.8,77,    Claire Denis  ,      Ro ert Pattinson,   Juliette Binoche,   Andr 3000,   Mia Goth  ,29574,1230000
    Morgan  ,2016,R,92," Action, Horror, Sci-Fi            ",5.8,0,    Luke Scott  ,      Kate Mara,   Anya Taylor-Joy,   Rose Leslie,   Michael Yare  ,40043,3910000
    Underworld: Blood Wars  ,2016,R,91," Action, Adventure, Fantasy            ",5.8,0,    Anna Foerster  ,      Kate Beckinsale,   Theo James,   To ias Menzies,   Lara Pulver  ,70349,30350000
    Jigsaw  ,2017,R,92," Crime, Horror, Mystery            ",5.8,0,    Michael Spierig   ,       Matt Passmore,   To in Bell,   Callum Keith Rennie,   Hannah Emily Anderson    ,69322,38050000
    V/H/S  ,2012,R,116," Horror, Sci-Fi, Thriller            ",5.8,0,    Matt Bettinelli-Olpin   ,      Justin Martinez,   Glenn McQuaid,   Radio Silence,   Joe Swan erg,57352,100000
    Paranormal Activity 3  ,2011,R,83," Horror, Mystery            ",5.8,0,    Henry Joost   ,       Chloe Csengery,   Jessica Tyler Brown,   Christopher Nicholas Smith,   Lauren Bittner    ,90611,104010000
    Final Destination 5  ,2011,R,92," Action, Fantasy, Horror            ",5.8,0,    Steven Quale  ,      Nicholas D    Agosto,     Emma Bell,     Arlen Escarpeta,     Miles Fisher    ,107392,42590000
    The Addams Family  ,2019,PG,86," Animation, Comedy, Family            ",5.8,0,    Greg Tiernan   ,       Oscar Isaac,   Charlize Theron,   Chlo Grace Moretz,   Finn Wolfhard    ,29300,100040000
    Ru  er  ,2010,R,82," Comedy, Fantasy, Horror            ",5.8,0,    Quentin Dupieux  ,      Stephen Spinella,   Roxane Mesquida,   Wings Hauser,   Jack Plotnick  ,34494,100000
    The Divide  ,2011,R,112," Drama, Horror, Sci-Fi            ",5.8,0,    Xavier Gens  ,      Lauren German,   Michael Biehn,   Milo Ventimiglia,   Courtney B. Vance  ,35516,20000
    Pride and Prejudice and Zom ies  ,2016,PG-13,108," Action, Comedy, Fantasy            ",5.8,0,    Burr Steers  ,      Lily James,   Sam Riley,   Jack Huston,   Bella Heathcote  ,52046,10910000
    Resident Evil: Afterlife  ,2010,R,96," Action, Adventure, Horror            ",5.8,0,    Paul W.S. Anderson  ,      Milla Jovovich,   Ali Larter,   Wentworth Miller,   Kim Coates  ,162615,60130000
    Saw V  ,2008,R,92," Crime, Horror, Mystery            ",5.8,0,    David Hackl  ,      Scott Patterson,   Costas Mandylor,   To in Bell,   Betsy Russell  ,115805,56750000
    The Ba ysitter: Killer Queen  ,2020,TV-MA,101," Comedy, Horror            ",5.8,0,    McG  ,      Judah Lewis,   Samara Weaving,   Jenna Ortega,   Emily Alyn Lind  ,27596,0
    The Descent: Part 2  ,2009,R,94," Action, Adventure, Drama            ",5.8,0,    Jon Harris  ,      Michael J. Reynolds,   Shauna Macdonald,   Jessika Williams,   Douglas Hodge  ,44245,0
    The Wolfman  ,2010,R,103," Drama, Fantasy, Horror            ",5.8,0,    Joe Johnston  ,      Benicio Del Toro,   Anthony Hopkins,   Emily Blunt,   Simon Merrells  ,102928,61980000
    Black Sheep  ,2006,Not Rated,87," Comedy, Horror, Sci-Fi            ",5.8,62,    Jonathan King  ,      Oliver Driver,   Nathan Meister,   Tammy Davis,   Matthew Cham erlain  ,39166,80000
    The Texas Chainsaw Massacre: The Beginning  ,2006,R,91," Horror, Thriller            ",5.8,0,    Jonathan Lie esman  ,      Jordana Brewster,   Matt Bomer,   Diora Baird,   Taylor Handley  ,68024,39520000
    Final Destination 3  ,2006,R,93," Action, Crime, Horror            ",5.8,0,    James Wong  ,      Mary Eliza eth Winstead,   Ryan Merriman,   Kris Lemche,   Alexz Johnson  ,131575,54100000
    Cry Wolf  ,2005,PG-13,90," Drama, Horror, Mystery            ",5.8,0,    Jeff Wadlow  ,      Julian Morris,   Lindy Booth,   Jared Padalecki,   Erica Yates  ,26055,10050000
    Gothika  ,2003,R,98," Horror, Mystery, Thriller            ",5.8,0,    Mathieu Kassovitz  ,      Halle Berry,   Penlope Cruz,   Ro ert Downey Jr.,   Charles S. Dutton  ,106886,59690000
    Hollow Man  ,2000,R,112," Action, Horror, Sci-Fi            ",5.8,0,    Paul Verhoeven  ,      Kevin Bacon,   Elisa eth Shue,   Josh Brolin,   Kim Dickens  ,124149,73210000
    Velvet Buzzsaw  ,2019,R,113," Horror, Mystery, Thriller            ",5.7,61,    Dan Gilroy  ,      Jake Gyllenhaal,   Rene Russo,   Zawe Ashton,   Tom Sturridge  ,54828,0
    Insidious: The Last Key  ,2018,PG-13,103," Horror, Mystery, Thriller            ",5.7,0,    Adam Ro itel  ,      Lin Shaye,   Leigh Whannell,   Angus Sampson,   Kirk Acevedo  ,53127,67750000
    Eli  ,2019,R,98," Drama, Horror, Mystery            ",5.7,0,    Ciarn Foy  ,      Charlie Shotwell,   Kelly Reilly,   Max Martini,   Lili Taylor  ,29724,0
    47 Meters Down  ,2017,PG-13,89," Adventure, Drama, Horror            ",5.7,0,    Johannes Ro erts  ,      Mandy Moore,   Claire Holt,   Matthew Modine,   Chris Johnson  ,49446,44310000
    I Spit on Your Grave 2  ,2013,R,106," Action, Crime, Horror            ",5.7,0,    Steven R. Monroe  ,      Jemma Dallender,   Joe A solom,   Yavor Baharov,   George Zlatarev  ,27421,0
    The Purge  ,2013,R,85," Horror, Sci-Fi, Thriller            ",5.7,0,    James DeMonaco  ,      Ethan Hawke,   Lena Headey,   Max Burkholder,   Adelaide Kane  ,203775,64470000
    Would You Rather  ,2012,Not Rated,93," Horror, Thriller            ",5.7,0,    David Guy Levy  ,      Brittany Snow,   June Squi  ,   Jeffrey Com s,   Jonny Coyne  ,38103,0
    Splice  ,2009,R,104," Drama, Horror, Sci-Fi            ",5.7,66,    Vincenzo Natali  ,      Adrien Brody,   Sarah Polley,   Delphine Chanac,   Brandon McGi  on  ,93987,17000000
    Pet Sematary  ,2019,R,101," Horror, Mystery, Thriller            ",5.7,0,    Kevin Klsch   ,       Jason Clarke,   Amy Seimetz,   John Lithgow,   Jet Laurence    ,82777,54720000
    Priest  ,2011,PG-13,87," Action, Adventure, Fantasy            ",5.7,0,    Scott Stewart  ,      Paul Bettany,   Cam Gigandet,   Maggie Q,   Karl Ur an  ,115632,29140000
    Hatchet  ,2006,R,93," Comedy, Horror, Thriller            ",5.7,0,    Adam Green  ,      Kane Hodder,   Joel David Moore,   Deon Richmond,   Amara Zaragoza  ,29127,160000
    Open Water  ,2003,R,79," Adventure, Drama, Horror            ",5.7,63,    Chris Kentis  ,      Blanchard Ryan,   Daniel Travis,   Saul Stein,   Michael E. Williamson  ,51208,30610000
    Clu  Dread  ,2004,R,104," Comedy, Horror, Mystery            ",5.7,0,    Jay Chandrasekhar  ,      Jay Chandrasekhar,   Bill Paxton,   Kevin Heffernan,   Elena Lyons  ,28457,4990000
    Freddy vs. Jason  ,2003,R,97," Action, Horror            ",5.7,0,    Ronny Yu  ,      Ro ert Englund,   Ken Kirzinger,   Kelly Rowland,   Monica Keena  ,111374,82620000
    Ca in Fever  ,2002,R,93," Drama, Horror            ",5.7,0,    Eli Roth  ,      Jordan Ladd,   Rider Strong,   James DeBello,   Cerina Vincent  ,74297,21160000
    Ma  ,2019,R,99," Horror, Mystery, Thriller            ",5.6,0,    Tate Taylor  ,      Octavia Spencer,   Diana Silvers,   Juliette Lewis,   McKaley Miller  ,41268,45370000
    The Meg  ,2018,PG-13,113," Action, Horror, Sci-Fi            ",5.6,0,    Jon Turteltau   ,      Jason Statham,   Bing ing Li,   Rainn Wilson,   Cliff Curtis  ,152482,143010000
    Curse of Chucky  ,2013,R,97," Horror, Thriller            ",5.6,0,    Don Mancini  ,      Chantal Quesnelle,   Fiona Dourif,   Jordan Gavaris,   Danielle Bisutti  ,34856,0
    Maggie  ,2015,PG-13,95," Drama, Horror, Sci-Fi            ",5.6,0,    Henry Ho son  ,      Arnold Schwarzenegger,   A igail Breslin,   Joely Richardson,   Laura Cayouette  ,42194,190000
    The Bay  ,2012,R,84," Horror, Sci-Fi, Thriller            ",5.6,65,    Barry Levinson  ,      Will Rogers,   Kristen Connolly,   Kether Donohue,   Frank Deal  ,25738,30000
    The Dark Tower  ,2017,PG-13,95," Action, Adventure, Fantasy            ",5.6,0,    Nikolaj Arcel  ,      Idris El a,   Matthew McConaughey,   Tom Taylor,   Dennis Hays ert  ,129149,50700000
    House at the End of the Street  ,2012,PG-13,101," Drama, Horror, Thriller            ",5.6,0,    Mark Tonderai  ,      Jennifer Lawrence,   Elisa eth Shue,   Max Thieriot,   Gil Bellows  ,73176,31610000
    Paranormal Activity 2  ,2010,R,91," Horror, Mystery            ",5.6,0,    Tod Williams  ,      Katie Featherston,   Micah Sloat,   Molly Ephraim,   David Bierend  ,99032,84750000
    Saw: The Final Chapter  ,2010,R,90," Crime, Horror, Mystery            ",5.6,0,    Kevin Greutert  ,      To in Bell,   Costas Mandylor,   Betsy Russell,   Cary Elwes  ,91021,45710000
    The Ward  ,2010,R,89," Horror, Mystery, Thriller            ",5.6,0,    John Carpenter  ,      Am er Heard,   Mamie Gummer,   Danielle Pana aker,   Laura-Leigh  ,40521,0
    The Last Exorcism  ,2010,PG-13,87," Horror, Mystery, Thriller            ",5.6,63,    Daniel Stamm  ,      Patrick Fa ian,   Ashley Bell,   Iris Bahr,   Louis Herthum  ,48062,41030000
    Don' t Be Afraid of the Dark  ,2010,R,99," Adventure, Fantasy, Horror            ",5.6,0,    Troy Nixey  ,      Katie Holmes,   Guy Pearce,   Bailee Madison,   Bruce Gleeson  ,47091,24040000
    Diary of the Dead  ,2007,R,95," Fantasy, Horror, Sci-Fi            ",5.6,66,    George A. Romero  ,      Michelle Morgan,   Joshua Close,   Shawn Ro erts,   Todd Schroeder  ,45949,960000
    The Reaping  ,2007,R,99," Horror, Thriller            ",5.6,0,    Stephen Hopkins  ,      Hilary Swank,   David Morrissey,   AnnaSophia Ro  ,   Idris El a  ,41985,25120000
    Dark Water  ,2005,PG-13,105," Drama, Horror, Mystery            ",5.6,0,    Walter Salles  ,      Jennifer Connelly,   Ariel Gade,   John C. Reilly,   Tim Roth  ,59860,25470000
    Creep  ,2004,R,85," Horror, Mystery, Thriller            ",5.6,0,    Christopher Smith  ,      Franka Potente,   Sean Harris,   Vas Blackwood,   Ken Camp ell  ,28303,0
    Alien vs. Predator  ,2004,PG-13,101," Action, Adventure, Horror            ",5.6,0,    Paul W.S. Anderson  ,      Sanaa Lathan,   Lance Henriksen,   Raoul Bova,   Ewen Bremner  ,185776,80280000
    Jeepers Creepers 2  ,2003,R,104, Horror            ,5.6,0,    Victor Salva  ,      Jonathan Breck,   Ray Wise,   Nicki Aycox,   Garikayi Mutam irwa  ,58770,35670000
    Thir13en Ghosts  ,2001,R,91," Fantasy, Horror            ",5.6,0,    Steve Beck  ,      Tony Shalhou ,   Shannon Eliza eth,   Em eth Davidtz,   Matthew Lillard  ,80208,41870000
    Scream 3  ,2000,R,116," Horror, Mystery            ",5.6,0,    Wes Craven  ,      David Arquette,   Neve Camp ell,   Courteney Cox,   Liev Schrei er  ,124574,89140000
    The Dead Don' t Die  ,2019,R,104," Comedy, Fantasy, Horror            ",5.5,0,    Jim Jarmusch  ,      Bill Murray,   Adam Driver,   Tom Waits,   Chlo Sevigny  ,54934,6560000
    Unfriended  ,2014,R,83," Horror, Mystery, Thriller            ",5.5,0,    Levan Ga riadze  ,      Heather Sossaman,   Matthew Bohrer,   Courtney Halverson,   Shelley Hennig  ,69117,32480000
    Resident Evil: The Final Chapter  ,2016,R,107," Action, Horror, Sci-Fi            ",5.5,0,    Paul W.S. Anderson  ,      Milla Jovovich,   Iain Glen,   Ali Larter,   Shawn Ro erts  ,84815,26830000
    The Cloverfield Paradox  ,2018,PG-13,102," Action, Horror, Sci-Fi            ",5.5,0,    Julius Onah  ,      Gugu M atha-Raw,   David Oyelowo,   Daniel Brhl,   John Ortiz  ,96273,0
    The Last Days on Mars  ,2013,R,98," Adventure, Horror, Sci-Fi            ",5.5,0,    Ruairi Ro inson  ,      Liev Schrei er,   Elias Koteas,   Romola Garai,   Olivia Williams  ,35542,20000
    Vampire Academy  ,2014,PG-13,104," Action, Comedy, Drama            ",5.5,0,    Mark Waters  ,      Zoey Deutch,   Lucy Fry,   Danila Kozlovskiy,   Ga riel Byrne  ,52069,7790000
    The Innkeepers  ,2011,R,101," Drama, Horror, Mystery            ",5.5,64,    Ti West  ,      Sara Paxton,   Pat Healy,   Kelly McGillis,   Alison Bartlett  ,33056,80000
    Red Riding Hood  ,2011,PG-13,100," Fantasy, Horror, Mystery            ",5.5,0,    Catherine Hardwicke  ,      Amanda Seyfried,   Lukas Haas,   Gary Oldman,   Billy Burke  ,108387,37660000
    Winchester  ,2018,PG-13,99," Biography, Drama, Fantasy            ",5.5,0,    Michael Spierig   ,          Helen Mirren,     Sarah Snook,  Finn Scicluna-O    Prey,     Jason Clarke       ,30865,25090000
    Friday the 13th  ,2009,R,97," Horror, Mystery, Thriller            ",5.5,0,    Marcus Nispel  ,      Jared Padalecki,   Amanda Righetti,   Derek Mears,   Danielle Pana aker  ,98621,65000000
    Hostel: Part II  ,2007,R,94," Horror, Thriller            ",5.5,0,    Eli Roth  ,      Lauren German,   Heather Matarazzo,   Bijou Phillips,   Roger Bart  ,85786,17610000
    All the Boys Love Mandy Lane  ,2006,R,90," Horror, Mystery, Thriller            ",5.5,0,    Jonathan Levine  ,      Am er Heard,   Anson Mount,   Whitney A le,   Michael Welch  ,31525,0
    The Omen  ,2006,R,110," Action, Adventure, Fantasy            ",5.5,0,    John Moore  ,      Liev Schrei er,   Julia Stiles,   Seamus Davey-Fitzpatrick,   David Thewlis  ,56445,54610000
    White Noise  ,2005,PG-13,101," Drama, Horror, Mystery            ",5.5,0,    Geoffrey Sax  ,      Michael Keaton,   De orah Kara Unger,   Ian McNeice,   Chandra West  ,47266,56390000
    Ghost Ship  ,2002,R,91, Horror            ,5.5,0,    Steve Beck  ,      Julianna Margulies,   Ga riel Byrne,   Ron Eldard,   Desmond Harrington  ,94386,30110000
    Dreamcatcher  ,2003,R,134," Drama, Horror, Sci-Fi            ",5.5,0,    Lawrence Kasdan  ,      Morgan Freeman,   Thomas Jane,   Jason Lee,   Damian Lewis  ,89064,33720000
    Gretel & Hansel  ,2020,PG-13,87," Fantasy, Horror, Mystery            ",5.4,64,    Oz Perkins  ,      Sophia Lillis,   Samuel Leakey,   Alice Krige,   Jessica De Gouw  ,25018,0
    In the Tall Grass  ,2019,TV-MA,101," Horror, Mystery, Sci-Fi            ",5.4,0,    Vincenzo Natali  ,      Laysla De Oliveira,   Avery Whitted,   Patrick Wilson,   Will Buie Jr.  ,47482,0
    Anna elle  ,2014,R,99," Horror, Mystery, Thriller            ",5.4,0,    John R. Leonetti  ,      Ward Horton,   Anna elle Wallis,   Alfre Woodard,   Tony Amendola  ,142200,84270000
    Resident Evil: Retri ution  ,2012,R,95," Action, Horror, Sci-Fi            ",5.4,0,    Paul W.S. Anderson  ,      Milla Jovovich,   Sienna Guillory,   Michelle Rodriguez,   Aryana Engineer  ,133580,42350000
    My Bloody Valentine  ,2009,R,101," Horror, Mystery, Thriller            ",5.4,0,    Patrick Lussier  ,      Jensen Ackles,   Jaime King,   Kerr Smith,   Betsy Rue  ,54004,51550000
    Teeth  ,2007,R,94," Comedy, Fantasy, Horror            ",5.4,0,    Mitchell Lichtenstein  ,      Jess Weixler,   John Hensley,   Josh Pais,   Hale Appleman  ,41698,350000
    Piranha 3D  ,2010,R,88," Comedy, Fantasy, Horror            ",5.4,0,    Alexandre Aja  ,         Elisa eth Shue,  Jerry O    Connell,     Richard Dreyfuss,     Ving Rhames    ,86161,25000000
    Turistas  ,2006,R,93," Horror, Mystery, Thriller            ",5.4,0,    John Stockwell  ,      Josh Duhamel,   Melissa George,   Olivia Wilde,   Desmond Askew  ,36539,7030000
    The Messengers  ,2007,PG-13,90," Drama, Horror, Thriller            ",5.4,0,    Danny Pang   ,       Dylan McDermott,   Penelope Ann Miller,   Kristen Stewart,   John Cor ett    ,38418,35370000
    The Eye  ,2008,PG-13,98," Drama, Horror, Mystery            ",5.4,0,    David Moreau   ,       Jessica Al a,   Alessandro Nivola,   Parker Posey,   Rade Ser edzija    ,51743,31420000
    House of Wax  ,2005,R,113," Horror, Thriller            ",5.4,0,    Jaume Collet-Serra  ,      Chad Michael Murray,   Paris Hilton,   Elisha Cuth ert,   Brian Van Holt  ,116128,32060000
    The Ring Two  ,2005,PG-13,110," Horror, Mystery            ",5.4,0,    Hideo Nakata  ,      Naomi Watts,   David Dorfman,   Sissy Spacek,   Simon Baker  ,91696,76230000
    Eight Legged Freaks  ,2002,PG-13,99," Action, Adventure, Comedy            ",5.4,0,    Ellory Elkayem  ,      David Arquette,   Kari Wuhrer,   Scott Terra,   Scarlett Johansson  ,52853,17320000
    The Silence  ,2019,PG-13,90," Drama, Horror, Sci-Fi            ",5.3,0,    John R. Leonetti  ,      Stanley Tucci,   Kiernan Shipka,   Miranda Otto,   Kate Trotter  ,38427,0
    The Nun  ,2018,R,96," Horror, Mystery, Thriller            ",5.3,0,    Corin Hardy  ,      Demin Bichir,   Taissa Farmiga,   Jonas Bloquet,   Bonnie Aarons  ,119992,117450000
    The Curse of la Llorona  ,2019,R,93," Horror, Mystery, Thriller            ",5.3,0,    Michael Chaves  ,      Linda Cardellini,   Raymond Cruz,   Patricia Velasquez,   Marisol Ramirez  ,39005,54730000
    The New Mutants  ,2020,PG-13,94," Action, Horror, Sci-Fi            ",5.3,0,    Josh Boone  ,      Maisie Williams,   Anya Taylor-Joy,   Charlie Heaton,   Alice Braga  ,46635,0
    The Bad Batch  ,2016,R,118," Action, Horror, Mystery            ",5.3,62,    Ana Lily Amirpour  ,      Suki Waterhouse,   Jason Momoa,   Jayda Fink,   Keanu Reeves  ,26979,180000
    Tusk  ,2014,R,102," Comedy, Drama, Horror            ",5.3,0,    Kevin Smith  ,      Justin Long,   Michael Parks,   Haley Joel Osment,   Genesis Rodriguez  ,47126,1820000
    Sinister 2  ,2015,R,97," Horror, Mystery, Thriller            ",5.3,0,    Ciarn Foy  ,      James Ransone,   Shannyn Sossamon,   Ro ert Daniel Sloan,   Dartanian Sloan  ,49002,27740000
    The Green Inferno  ,2013,R,100," Adventure, Horror            ",5.3,0,    Eli Roth  ,      Lorenza Izzo,   Ariel Levy,   Aaron Burns,   Kir y Bliss Blanton  ,39354,7190000
    The Resident  ,2011,R,91," Drama, Horror, Mystery            ",5.3,0,    Antti Jokinen  ,      Hilary Swank,   Jeffrey Dean Morgan,   Lee Pace,   Christopher Lee  ,26540,0
    Legion  ,2010,R,100," Action, Fantasy, Horror            ",5.3,0,    Scott Stewart  ,      Paul Bettany,   Dennis Quaid,   Charles S. Dutton,   Lucas Black  ,100095,40170000
    The Witches  ,2020,PG,106," Adventure, Comedy, Family            ",5.3,0,    Ro ert Zemeckis  ,      Anne Hathaway,   Octavia Spencer,   Stanley Tucci,   Chris Rock  ,25147,0
    Shutter  ,2008,PG-13,85," Horror, Mystery, Thriller            ",5.3,0,    Masayuki Ochiai  ,      Joshua Jackson,   Rachael Taylor,   James Kyson,   Megumi Okina  ,32555,25930000
    The Covenant  ,2006,PG-13,97," Action, Adventure, Fantasy            ",5.3,0,    Renny Harlin  ,      Steven Strait,   Se astian Stan,   To y Hemingway,   Taylor Kitsch  ,47032,23290000
    The Stepford Wives  ,2004,PG-13,93," Comedy, Horror, Sci-Fi            ",5.3,0,    Frank Oz  ,      Nicole Kidman,   Bette Midler,   Matthew Broderick,   Glenn Close  ,61387,59480000
    Queen of the Damned  ,2002,R,101," Drama, Fantasy, Horror            ",5.3,0,    Michael Rymer  ,      Aaliyah,   Stuart Townsend,   Marguerite Moreau,   Vincent Perez  ,52533,30340000
    Truth or Dare  ,2018,PG-13,100," Horror, Thriller            ",5.2,0,    Jeff Wadlow  ,      Lucy Hale,   Tyler Posey,   Violett Beane,   Hayden Szeto  ,48718,41410000
    The First Purge  ,2018,R,97," Action, Horror, Sci-Fi            ",5.2,0,    Gerard McMurray  ,      Y    lan Noel,     Lex Scott Davis,     Joivan Wade,     Steve Harris    ,55726,69490000
    The Lazarus Effect  ,2015,PG-13,83," Horror, Mystery, Sci-Fi            ",5.2,0,    David Gel   ,      Olivia Wilde,   Mark Duplass,   Evan Peters,   Sarah Bolger  ,41238,25800000
    Hell oy  ,2019,R,120," Action, Adventure, Fantasy            ",5.2,0,    Neil Marshall  ,      David Har our,   Milla Jovovich,   Ian McShane,   Sasha Lane  ,79331,21900000
    Flatliners  ,2017,PG-13,109," Drama, Horror, Mystery            ",5.2,0,    Niels Arden Oplev  ,      Elliot Page,   Diego Luna,   Nina Do rev,   James Norton  ,43067,16870000
    Apollo 18  ,2011,PG-13,86," Horror, Mystery, Sci-Fi            ",5.2,0,    Gonzalo Lpez-Gallego  ,      Warren Christie,   Lloyd Owen,   Ryan Ro  ins,   Michael Kopsa  ,54053,17690000
    The Strangers: Prey at Night  ,2018,R,85, Horror            ,5.2,0,    Johannes Ro erts  ,      Christina Hendricks,   Martin Henderson,   Bailee Madison,   Lewis Pullman  ,27353,24430000
    A Nightmare on Elm Street  ,2010,R,95," Crime, Drama, Horror            ",5.2,0,    Samuel Bayer  ,      Jackie Earle Haley,   Rooney Mara,   Kyle Gallner,   Katie Cassidy  ,93437,63080000
    The Final Destination  ,2009,R,82," Action, Fantasy, Horror            ",5.2,0,    David R. Ellis  ,      Nick Zano,   Krista Allen,   Andrew Fiscella,   Bo  y Campo  ,97670,66480000
    Jennifer' s Body  ,2009,R,102," Comedy, Horror            ",5.2,0,    Karyn Kusama  ,      Megan Fox,   Amanda Seyfried,   Adam Brody,   Johnny Simmons  ,117091,16200000
    The Mummy: Tom  of the Dragon Emperor  ,2008,PG-13,112," Action, Adventure, Fantasy            ",5.2,0,    Ro  Cohen  ,      Brendan Fraser,   Jet Li,   Maria Bello,   Michelle Yeoh  ,151636,102490000
    Doom  ,2005,R,105," Action, Horror, Sci-Fi            ",5.2,0,    Andrzej Bartkowiak  ,      Karl Ur an,   Rosamund Pike,   Dwayne Johnson,   Deo ia Oparei  ,108147,28210000
    Exorcist: The Beginning  ,2004,R,114," Horror, Mystery, Thriller            ",5.2,0,    Renny Harlin  ,         Stellan Skarsgrd,     Iza ella Scorupco,  James D    Arcy,     Remy Sweeney    ,33605,41820000
    The Lords of Salem  ,2012,R,101," Horror, Thriller            ",5.1,0,    Ro  Zom ie  ,      Sheri Moon Zom ie,   Meg Foster,   Bruce Davison,   Jeff Daniel Phillips  ,28018,1160000
    Sorority Row  ,2009,R,101," Horror, Mystery            ",5.1,0,    Stewart Hendler  ,      Briana Evigan,   Rumer Willis,   Carrie Fisher,   Teri Andrez  ,28807,11960000
    The Hills Have Eyes 2  ,2007,R,89," Action, Adventure, Horror            ",5.1,0,    Martin Weisz  ,      Daniella Alonso,   Jaco  Vargas,   Michael Bailey Smith,   Ccile Breccia  ,61008,20800000
    When a Stranger Calls  ,2006,PG-13,87," Horror, Thriller            ",5.1,0,    Simon West  ,      Camilla Belle,   Tommy Flanagan,   Katie Cassidy,   Tessa Thompson  ,43408,47860000
    Stay Alive  ,2006,PG-13,85," Fantasy, Horror, Mystery            ",5.1,0,    William Brent Bell  ,      Jon Foster,   Samaire Armstrong,   Frankie Muniz,   Jimmi Simpson  ,30546,23090000
    See No Evil  ,2006,R,84," Action, Horror, Thriller            ",5.1,0,    Gregory Dark  ,      Glenn Jaco s,   Christina Vidal,   Michael J. Pagan,   Samantha No le  ,26017,15030000
